Date;Ram;Cpu;NumPsbrBindingRecs;NumPsbrSessionRecs;AllocInMemorySize;UsedInMemorySize;BINDINGTASKQ0;BINDINGTASKQ1;BINDINGTASKQ2;BINDINGTASKQ3;SESSIONTASKQ0;SESSIONTASKQ1;SESSIONTASKQ2;SESSIONTASKQ3;ImsiAnchorKeyRecs;ImsiApnAnchorKeyRecs;MsisdnAlternateKeyRecs;MsisdnApnAlternateKeyRecs;Ipv4AlternateKeyRecs;Ipv4AlternateKeyV2Recs;Ipv6AlternateKeyRecs;Ipv6AlternateKeyV2Recs;IngressStackEventRate;EgressStackEventRate;BindingTaskCpu0;BindingTaskCpu1;BindingTaskCpu2;BindingTaskCpu3;RecordAuditTaskCpu;AuditStackEventTaskCpu;TxSbrAuditSEReqSent;TxSbrAuditSEReqSentRateAvg;TxSbrAuditSEReqSentRatePeak;TxBindingSbrInvokeSisRateAvg;TxBindingSbrInvokeSisRateMax;CATxUserBundlingRatio;CATxProvBundlingRatio;CARxBundlingRatio;SessionRecs;OcSessionRecs;OcClientHostRecs;SessionTaskCpu0;SessionTaskCpu1;SessionTaskCpu2;SessionTaskCpu3;CATcpThread;CARIngressTask;CADirectXferThr;CAREgressTask;ComAgentTimer;ComAgtReTx;AlarmMajor;AlarmMinor;AlarmCrit;SbrSisTaskCpu0;SbrSisTaskCpu1;SbrSisSendRarTaskCpu;SbrSisRspHandleTaskCpu;SbrInvokeSisSenTaskCpu;SbrInvokeSisRspTaskCpu
2015-07-02 09:59:30 EDT;60.81;1.84;8020000.0;0.0;21671.0;10748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017348.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 09:59:45 EDT;60.81;1.84;8020000.0;0.0;21671.0;10748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017348.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:00:00 EDT;60.81;1.84;8020000.0;0.0;21671.0;10748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017348.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:00:15 EDT;60.81;1.84;8020000.0;0.0;21671.0;10748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017339.2;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:00:30 EDT;60.707333333;1.8326666667;8020000.0;0.0;21671.0;10727.466667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017336.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:00:45 EDT;60.67;1.83;8020000.0;0.0;21671.0;10720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017336.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:01:00 EDT;60.67;1.83;8020000.0;0.0;21671.0;10720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017336.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:01:15 EDT;60.67;1.83;8020000.0;0.0;21671.0;10720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017333.8;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:01:30 EDT;60.794666667;1.7126666667;8020000.0;0.0;21663.666667;10698.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017333.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:01:45 EDT;60.84;1.67;8020000.0;0.0;21661.0;10690.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017333.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:02:00 EDT;60.84;1.67;8020000.0;0.0;21661.0;10690.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017333.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:02:15 EDT;60.84;1.67;8020000.0;0.0;21661.0;10690.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017339.6;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:02:30 EDT;60.774;1.7946666667;8020000.0;0.0;21661.0;10721.533333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017342.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:02:45 EDT;60.75;1.84;8020000.0;0.0;21661.0;10733.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017342.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:03:00 EDT;60.75;1.84;8020000.0;0.0;21661.0;10733.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017342.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:03:15 EDT;60.75;1.84;8020000.0;0.0;21661.0;10733.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017342.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:03:30 EDT;60.75;1.84;8020000.0;0.0;21661.0;10733.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017346.4;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
2015-07-02 10:03:45 EDT;60.625333333;1.774;8020000.0;0.0;21661.0;10711.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8017348.0;0.0;8017317.0;0.0;0.0;0.0;8000836.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.7;0.7;1.2;1.1;0.8;0.7;0.3;0.7;0.0;0.0;0.0;0.7;0.7;0.7;0.7;0.7;0.7
