Date;Ram;Cpu;NumPsbrBindingRecs;NumPsbrSessionRecs;AllocInMemorySize;UsedInMemorySize;BINDINGTASKQ0;BINDINGTASKQ1;BINDINGTASKQ2;BINDINGTASKQ3;SESSIONTASKQ0;SESSIONTASKQ1;SESSIONTASKQ2;SESSIONTASKQ3;ImsiAnchorKeyRecs;ImsiApnAnchorKeyRecs;MsisdnAlternateKeyRecs;MsisdnApnAlternateKeyRecs;Ipv4AlternateKeyRecs;Ipv4AlternateKeyV2Recs;Ipv6AlternateKeyRecs;Ipv6AlternateKeyV2Recs;IngressStackEventRate;EgressStackEventRate;BindingTaskCpu0;BindingTaskCpu1;BindingTaskCpu2;BindingTaskCpu3;RecordAuditTaskCpu;AuditStackEventTaskCpu;TxSbrAuditSEReqSent;TxSbrAuditSEReqSentRateAvg;TxSbrAuditSEReqSentRatePeak;TxBindingSbrInvokeSisRateAvg;TxBindingSbrInvokeSisRateMax;CATxUserBundlingRatio;CATxProvBundlingRatio;CARxBundlingRatio;SessionRecs;OcSessionRecs;OcClientHostRecs;SessionTaskCpu0;SessionTaskCpu1;SessionTaskCpu2;SessionTaskCpu3;CATcpThread;CARIngressTask;CADirectXferThr;CAREgressTask;ComAgentTimer;ComAgtReTx;AlarmMajor;AlarmMinor;AlarmCrit;SbrSisTaskCpu0;SbrSisTaskCpu1;SbrSisSendRarTaskCpu;SbrSisRspHandleTaskCpu;SbrInvokeSisSenTaskCpu;SbrInvokeSisRspTaskCpu
2015-07-02 14:45:00 EDT;49.88;47.17;0.0;8189999.0;17561.0;8429.0;0.0;0.0;0.0;0.0;0.14;0.42;0.0;0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17440.0;12620.0;0.7;0.7;0.7;0.7;1.2;1.3;0.0;0.0;0.0;0.0;0.0;0.41;20.14;0.39;8221363.0;0.0;0.0;2.1;2.1;2.1;2.1;1.8;1.6;1.2;1.0;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:45:15 EDT;49.88;47.17;0.0;8189999.0;17561.0;8429.0;0.0;0.0;0.0;0.0;0.14;0.42;0.0;0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17440.0;12620.0;0.7;0.7;0.7;0.7;1.2;1.3;0.0;0.0;0.0;0.0;0.0;0.41;20.14;0.39866666667;8363799.6667;0.0;0.0;2.1866666667;2.1866666667;2.1866666667;2.1866666667;1.8;1.6866666667;1.2;1.0866666667;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:45:30 EDT;49.88;47.17;0.0;8189999.0;17561.0;8429.0;0.0;0.0;0.0;0.0;0.14;0.42;0.0;0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22596.666667;14466.0;0.7;0.7;0.7;0.7;1.2866666667;1.3866666667;0.0;0.0;0.0;0.0;0.0;0.16733333333;14.532666667;0.4;8385713.0;0.0;0.0;2.2;2.2;2.2;2.2;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:45:45 EDT;49.732666667;36.874;0.0;8319999.8667;17561.0;8436.8;0.0;0.0;0.0;0.0;0.48666666667;0.40266666667;0.12133333333;0.18533333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23390.0;14750.0;0.7;0.7;0.7;0.7;1.3;1.4;0.0;0.0;0.0;0.0;0.0;0.13;13.67;0.4;8385713.0;0.0;0.0;2.2;2.2;2.2;2.2;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:46:00 EDT;49.71;35.29;0.0;8340000.0;17561.0;8438.0;0.0;0.0;0.0;0.0;0.54;0.4;0.14;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23390.0;14750.0;0.7;0.7;0.7;0.7;1.3;1.4;0.0;0.0;0.0;0.0;0.0;0.13;13.67;0.4;8385713.0;0.0;0.0;2.2;2.2;2.2;2.2;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:46:15 EDT;49.71;35.29;0.0;8340000.0;17561.0;8438.0;0.0;0.0;0.0;0.0;0.54;0.4;0.14;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23390.0;14750.0;0.7;0.7;0.7;0.7;1.3;1.4;0.0;0.0;0.0;0.0;0.0;0.13;13.67;0.4;8385713.0;0.0;0.0;2.2;2.2;2.2;2.2;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:46:30 EDT;49.71;35.29;0.0;8340000.0;17561.0;8438.0;0.0;0.0;0.0;0.0;0.54;0.4;0.14;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23390.0;14750.0;0.7;0.7;0.7;0.7;1.3;1.4;0.0;0.0;0.0;0.0;0.0;0.13;13.67;0.4;8464140.0667;0.0;0.0;2.2733333333;2.2733333333;2.2733333333;2.2733333333;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:46:45 EDT;49.71;35.29;0.0;8340000.0;17561.0;8438.0;0.0;0.0;0.0;0.0;0.54;0.4;0.14;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16460.0;10100.666667;0.7;0.7;0.7;0.7;1.3733333333;1.4733333333;0.0;0.0;0.0;0.0;0.0;0.12266666667;16.126666667;0.4;8492659.0;0.0;0.0;2.3;2.3;2.3;2.3;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:47:00 EDT;49.651333333;21.327333333;0.0;8450000.0;17561.0;8410.1333333;0.0;0.0;0.0;0.0;0.232;0.136;0.052;0.037333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13940.0;8410.0;0.7;0.7;0.7;0.7;1.4;1.5;0.0;0.0;0.0;0.0;0.0;0.12;17.02;0.4;8492659.0;0.0;0.0;2.3;2.3;2.3;2.3;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
2015-07-02 14:47:15 EDT;49.63;16.25;0.0;8490000.0;17561.0;8400.0;0.0;0.0;0.0;0.0;0.12;0.04;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13940.0;8410.0;0.7;0.7;0.7;0.7;1.4;1.5;0.0;0.0;0.0;0.0;0.0;0.12;17.02;0.4;8492659.0;0.0;0.0;2.3;2.3;2.3;2.3;1.8;1.7;1.2;1.1;0.3;0.7;0.0;0.0;0.0;1.2;1.2;1.7;0.8;0.7;0.7
